,text,Label,Transcript,Canonical,Error
2752,IT TAKES A GREAT DEAL OF SOPHISTICATED THOUGHT TO GET THE IMPACT OF THIS FACT ,TRAIN/DR5/MDWH0/SI1168.wav,IH T T EY K S AH G R EY T D IY L AH V S AH F IH S T AH K EY T IH D TH AO T T UW G EH T DH AH IH M P AE K T AH V DH IH S F AE K T,IH T T EY K S AH G R EY T D IY L AH V S AH F IH S T AH K EY T IH D TH AO T T UW G EH T DH AH IH M P AE K T AH V DH IH S F AE K T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2753,THE SERMON EMPHASIZED THE NEED FOR AFFIRMATIVE ACTION ,TRAIN/DR5/MDWH0/SX215.wav,DH AH S ER M AH N EH M F AH S AY Z D DH AH N IY D F AO R AH F ER M AH T IH V AE K SH AH N,DH AH S ER M AH N EH M F AH S AY Z D DH AH N IY D F AO R AH F ER M AH T IH V AE K SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2754,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MDWH0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2755,I TOOK HER WORD FOR IT  BUT IS SHE REALLY GOING WITH YOU ,TRAIN/DR5/MDWH0/SX395.wav,AY T UH K HH ER W ER D F AO R IH T B AH T IH Z SH IY R IH L IY G OW IH NG W IH DH Y UW,AY T UH K HH ER W ER D F AO R IH T B AH T IH Z SH IY R IH L IY G OW IH NG W IH DH Y UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2756,SO WHAT'S THIS ALL ABOUT ,TRAIN/DR5/MDWH0/SI1925.wav,S OW W AH T S DH IH S AO L AH B AW T,S OW W AH T S DH IH S AO L AH B AW T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2757,WESTCHESTER IS A COUNTY IN NEW YORK ,TRAIN/DR5/MDWH0/SX125.wav,W EH S T CH EH S T ER IH Z AH K AW N T IY IH N N UW Y AO R K,W EH S T CH EH S T ER IH Z AH K AW N T IY IH N N UW Y AO R K,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2758,MEANWHILE  THE ENEMY WILL CAPITALIZE ON OUR FEARS  IF HE CAN ,TRAIN/DR5/MDWH0/SI665.wav,M IY N W AY L DH AH EH N AH M IY W IH L K AE P AH T AH L AY Z AA N AW ER F IH R Z IH F HH IY K AE N,M IY N W AY L DH AH EH N AH M IY W IH L K AE P AH T AH L AY Z AA N AW ER F IH R Z IH F HH IY K AE N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2759,HELP CELEBRATE YOUR BROTHER'S SUCCESS ,TRAIN/DR5/MDWH0/SX35.wav,HH EH L P S EH L AH B R EY T Y AO R B R AH DH ER Z S AH K S EH S,HH EH L P S EH L AH B R EY T Y AO R B R AH DH ER Z S AH K S EH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2760,A HUGE TAPESTRY HUNG IN HER HALLWAY ,TRAIN/DR5/FCDR1/SX106.wav,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2761,A ROLL OF WIRE LAY NEAR THE WALL ,TRAIN/DR5/FCDR1/SX16.wav,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2762,QUESTIONS CAME TO ME FROM ALL SIDES ABOUT MY WORLD CITIZENSHIP ACTIVITIES ,TRAIN/DR5/FCDR1/SI1186.wav,K W EH S CH AH N Z K EY M T UW M IY F R AH M AO L S AY D Z AH B AW T M AY W ER L D S IH T IH Z AH N SH IH P AE K T IH V IH T IY Z,K W EH S CH AH N Z K EY M T UW M IY F R AH M AO L S AY D Z AH B AW T M AY W ER L D S IH T IH Z AH N SH IH P AE K T IH V IH T IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2763,WOMEN MAY NEVER BECOME COMPLETELY EQUAL TO MEN ,TRAIN/DR5/FCDR1/SX376.wav,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2764,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/FCDR1/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2765,WE DID NOT ACCEPT THE DIAGNOSIS AT ONCE  BUT GRADUALLY WE ARE COMING TO ,TRAIN/DR5/FCDR1/SI556.wav,W IY D IH D N AA T AE K S EH P T DH AH D AY AH G N OW S AH S AE T W AH N S B AH T G R AE JH UW AH L IY W IY AA R K AH M IH NG T UW,W IY D IH D N AA T AE K S EH P T DH AH D AY AH G N OW S AH S AE T W AH N S B AH T G R AE JH UW AH L IY W IY AA R K AH M IH NG T UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2766,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/FCDR1/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2767,ANYHOW  IT WAS HIGH TIME THE BOY WAS SALTED ,TRAIN/DR5/FCDR1/SI1816.wav,EH N IY HH AW IH T W AA Z HH AY T AY M DH AH B OY W AA Z S AO L T IH D,EH N IY HH AW IH T W AA Z HH AY T AY M DH AH B OY W AA Z S AO L T IH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2768,HOW DO OYSTERS MAKE PEARLS ,TRAIN/DR5/FCDR1/SX196.wav,HH AW D UW OY S T ER Z M EY K P ER L Z,HH AW D UW OY S T ER Z M EY K P ER L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2769,IN EVERY MAJOR CLOVERLEAF  TRAFFIC SOMETIMES GETS BACKED UP ,TRAIN/DR5/FCDR1/SX286.wav,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2770,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MRVG0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2771,FALSE IDEAS SURFEIT ANOTHER SECTOR OF OUR LIFE ,TRAIN/DR5/MRVG0/SI1140.wav,F AO L S AY D IY AH Z S ER F AH T AH N AH DH ER S EH K T ER AH V AW ER L AY F,F AO L S AY D IY AH Z S ER F AH T AH N AH DH ER S EH K T ER AH V AW ER L AY F,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2772,THE LEGISLATURE MET TO JUDGE THE STATE OF PUBLIC EDUCATION ,TRAIN/DR5/MRVG0/SX60.wav,DH AH L EH JH AH S L EY CH ER M EH T T UW JH AH JH DH AH S T EY T AH V P AH B L IH K EH JH AH K EY SH AH N,DH AH L EH JH AH S L EY CH ER M EH T T UW JH AH JH DH AH S T EY T AH V P AH B L IH K EH JH AH K EY SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2773,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MRVG0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2774,VIETNAMESE CUISINE IS EXQUISITE ,TRAIN/DR5/MRVG0/SX150.wav,V IY EH T N AA M IY S K W IH Z IY N IH Z EH K S K W AH Z AH T,V IY EH T N AA M IY S K W IH Z IY N IH Z EH K S K W AH Z AH T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2775,SEAMSTRESSES ATTACH ZIPPERS WITH A THIMBLE  NEEDLE  AND THREAD ,TRAIN/DR5/MRVG0/SX420.wav,S IY M S T R AH S AH Z AH T AE CH Z IH P ER Z W IH DH AH TH IH M B AH L N IY D AH L AH N D TH R EH D,S IY M S T R AH S AH Z AH T AE CH Z IH P ER Z W IH DH AH TH IH M B AH L N IY D AH L AH N D TH R EH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2776,THERE IS NO STORE  HE PIPED TREMULOUSLY ,TRAIN/DR5/MRVG0/SI1770.wav,DH EH R IH Z N OW S T AO R HH IY P AY P T T R EH M Y AH L AH S L IY,DH EH R IH Z N OW S T AO R HH IY P AY P T T R EH M Y AH L AH S L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2777,ADEQUATE COMPENSATION IS INDISPENSABLE ,TRAIN/DR5/MRVG0/SI510.wav,AE D AH K W AH T K AA M P AH N S EY SH AH N IH Z IH N D IH S P EH N S AH B AH L,AE D AH K W AH T K AA M P AH N S EY SH AH N IH Z IH N D IH S P EH N S AH B AH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2778,COUNT THE NUMBER OF TEASPOONS OF SOYSAUCE THAT YOU ADD ,TRAIN/DR5/MRVG0/SX330.wav,K AW N T DH AH N AH M B ER AH V T IY S P UW N Z AH V S OY S AO S DH AE T Y UW AE D,K AW N T DH AH N AH M B ER AH V T IY S P UW N Z AH V S OY S AO S DH AE T Y UW AE D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2779,IT'S NOT EASY TO CREATE ILLUMINATING EXAMPLES ,TRAIN/DR5/MRVG0/SX240.wav,IH T S N AA T IY Z IY T UW K R IY EY T IH L UW M AH N EY T IH NG IH G Z AE M P AH L Z,IH T S N AA T IY Z IY T UW K R IY EY T IH L UW M AH N EY T IH NG IH G Z AE M P AH L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2780,A HUGE TAPESTRY HUNG IN HER HALLWAY ,TRAIN/DR5/MCLM0/SX106.wav,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2781,THESE AIR OR GAS BUBBLES MAKE HIGHLY FUNCTIONAL THERMAL BARRIERS ,TRAIN/DR5/MCLM0/SI1456.wav,DH IY Z EH R AO R G AE S B AH B AH L Z M EY K HH AY L IY F AH NG K SH AH N AH L TH ER M AH L B AE R IY ER Z,DH IY Z EH R AO R G AE S B AH B AH L Z M EY K HH AY L IY F AH NG K SH AH N AH L TH ER M AH L B AE R IY ER Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2782,A ROLL OF WIRE LAY NEAR THE WALL ,TRAIN/DR5/MCLM0/SX16.wav,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2783,WOMEN MAY NEVER BECOME COMPLETELY EQUAL TO MEN ,TRAIN/DR5/MCLM0/SX376.wav,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2784,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MCLM0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2785,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MCLM0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2786,HOW DO OYSTERS MAKE PEARLS ,TRAIN/DR5/MCLM0/SX196.wav,HH AW D UW OY S T ER Z M EY K P ER L Z,HH AW D UW OY S T ER Z M EY K P ER L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2787,ABSOLUTION FOR HIS LIE ,TRAIN/DR5/MCLM0/SI2086.wav,AE B S AH L UW SH AH N F AO R HH IH Z L AY,AE B S AH L UW SH AH N F AO R HH IH Z L AY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2788,CAUTION  CONTINUOUS ADMINISTRATION IS NOT RECOMMENDED FOR LACTATING COWS ,TRAIN/DR5/MCLM0/SI826.wav,K AA SH AH N K AH N T IH N Y UW AH S AE D M IH N IH S T R EY SH AH N IH Z N AA T R EH K AH M EH N D IH D F AO R L AE K T EY T IH NG K AW Z,K AA SH AH N K AH N T IH N Y UW AH S AE D M IH N IH S T R EY SH AH N IH Z N AA T R EH K AH M EH N D IH D F AO R L AE K T EY T IH NG K AW Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2789,IN EVERY MAJOR CLOVERLEAF  TRAFFIC SOMETIMES GETS BACKED UP ,TRAIN/DR5/MCLM0/SX286.wav,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2790,JOHN'S BROTHER REPAINTED THE GARAGE DOOR ,TRAIN/DR5/MDAS0/SX276.wav,JH AA N Z B R AH DH ER R IY P EY N T IH D DH AH G ER AA ZH D AO R,JH AA N Z B R AH DH ER R IY P EY N T IH D DH AH G ER AA ZH D AO R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2791,BRIGHT SUNSHINE SHIMMERS ON THE OCEAN ,TRAIN/DR5/MDAS0/SX6.wav,B R AY T S AH N SH AY N SH IH M ER Z AA N DH AH OW SH AH N,B R AY T S AH N SH AY N SH IH M ER Z AA N DH AH OW SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2792,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MDAS0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2793,HE WAS ABOVE ALL A FRIEND SEEKER  ALMOST PATHETIC IN HIS EAGERNESS TO BE LIKED ,TRAIN/DR5/MDAS0/SI636.wav,HH IY W AA Z AH B AH V AO L AH F R EH N D S IY K ER AO L M OW S T P AH TH EH T IH K IH N HH IH Z IY G ER N AH S T UW B IY L AY K T,HH IY W AA Z AH B AH V AO L AH F R EH N D S IY K ER AO L M OW S T P AH TH EH T IH K IH N HH IH Z IY G ER N AH S T UW B IY L AY K T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2794,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MDAS0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2795,WOULD A TOMBOY OFTEN PLAY OUTDOORS ,TRAIN/DR5/MDAS0/SX186.wav,W UH D AH T AA M B OY AO F T AH N P L EY AW T D AO R Z,W UH D AH T AA M B OY AO F T AH N P L EY AW T D AO R Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2796,MASQUERADE PARTIES TAX ONE'S IMAGINATION ,TRAIN/DR5/MDAS0/SX96.wav,M AE S K ER EY D P AA R T IY Z T AE K S W AH N Z IH M AE JH AH N EY SH AH N,M AE S K ER EY D P AA R T IY Z T AE K S W AH N Z IH M AE JH AH N EY SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2797,TWENTY NINE EXHIBITS RECEIVED AWARDS ,TRAIN/DR5/MDAS0/SI1266.wav,T W EH N T IY N AY N IH G Z IH B AH T S R AH S IY V D AH W AO R D Z,T W EH N T IY N AY N IH G Z IH B AH T S R AH S IY V D AH W AO R D Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2798,ALFALFA IS HEALTHY FOR YOU ,TRAIN/DR5/MDAS0/SX21.wav,AE L F AE L F AH IH Z HH EH L TH IY F AO R Y UW,AE L F AE L F AH IH Z HH EH L TH IY F AO R Y UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2799,AND HE WAS HANDSOME  DESPITE THE LONG THIN SCAR THAT SLANTED ACROSS HIS CHEEK ,TRAIN/DR5/MDAS0/SI1896.wav,AH N D HH IY W AA Z HH AE N S AH M D IH S P AY T DH AH L AO NG TH IH N S K AA R DH AE T S L AE N T IH D AH K R AO S HH IH Z CH IY K,AH N D HH IY W AA Z HH AE N S AH M D IH S P AY T DH AH L AO NG TH IH N S K AA R DH AE T S L AE N T IH D AH K R AO S HH IH Z CH IY K,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2800,IF A CONCESSIONAIRE RUNS THE CAFETERIA  KEEP AN EYE OUT FOR QUALITY AND PRICE ,TRAIN/DR5/MFER0/SI862.wav,IH F AH K AH N S EH SH AH N EH R R AH N Z DH AH K AE F AH T IH R IY AH K IY P AE N AY AW T F AO R K W AA L AH T IY AH N D P R AY S,IH F AH K AH N S EH SH AH N EH R R AH N Z DH AH K AE F AH T IH R IY AH K IY P AE N AY AW T F AO R K W AA L AH T IY AH N D P R AY S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2801,THERE WAS TYPHOID AND MALARIA ,TRAIN/DR5/MFER0/SI1492.wav,DH EH R W AA Z T AY F OY D AH N D M AH L EH R IY AH,DH EH R W AA Z T AY F OY D AH N D M AH L EH R IY AH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2802,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MFER0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2803,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MFER0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
